temperatura_mel,viscosidade_mel,atividade_agua,densidade_mel,peso_target,desvio_peso,precisao_balanca,velocidade_envase,pressao_vedacao,tempo_exposicao_ar,temperatura_ambiente,umidade_relativa,experiencia_operador,turno_trabalho,fadiga_operador,limpeza_equipamento,manutencao_recente,tipo_enchedora,calibracao_ok,tipo_embalagem,qualidade_rotulo,adesao_rotulo,teste_vedacao,risco
38.11,409944.8,0.556,1.417,245,-0.56,1.9,87.7,30.8,25.9,26.4,62.8,0.6,2,4,1,1.3,2,1,1,3.9,1,1,1
40.54,534613.8,0.618,1.401,495,-1.04,1.6,37.6,22.82,6.0,20.6,55.8,3.1,3,5,3,28.5,3,1,2,4.6,1,1,0
39.42,940075.6,0.648,1.434,995,3.19,0.41,54.4,20.53,21.5,20.5,55.3,1.4,1,2,4,2.8,1,1,1,5.0,1,1,0
29.75,615002.4,0.576,1.427,995,0.87,0.42,104.0,30.87,30.5,20.6,49.4,8.3,2,3,4,0.5,2,1,2,5.0,1,1,1
30.06,307199.0,0.626,1.375,995,0.69,1.54,78.4,19.86,6.5,24.7,55.9,1.3,2,4,4,11.7,3,1,1,4.8,1,1,0
42.62,419922.1,0.601,1.397,495,-1.52,0.74,100.2,25.75,25.7,18.7,56.3,6.0,1,3,4,3.4,1,1,2,5.0,1,1,1
32.97,647825.1,0.649,1.429,495,0.7,0.1,55.1,23.96,6.8,20.8,41.5,12.4,2,3,4,11.9,3,1,1,4.8,1,1,1
35.21,604562.9,0.625,1.409,245,-1.87,1.54,103.8,25.68,26.5,20.4,50.2,2.2,3,4,3,16.3,2,0,2,5.0,1,1,0
32.96,602907.3,0.601,1.43,495,2.69,0.96,32.9,21.94,36.8,20.7,53.7,2.3,2,2,4,11.1,2,1,1,4.1,1,1,0
39.84,452069.3,0.64,1.437,995,-1.3,0.48,38.5,25.5,12.4,24.5,56.2,0.8,1,1,5,0.6,3,1,2,5.0,1,1,0
32.04,581642.8,0.552,1.444,495,5.23,1.39,83.7,28.92,15.4,29.8,58.2,3.5,2,3,2,2.4,1,1,3,3.4,1,1,2
38.37,517861.7,0.593,1.377,995,-0.46,1.27,98.0,23.91,10.8,21.5,55.3,1.0,2,2,4,9.3,3,1,1,4.0,1,1,0
36.23,476287.1,0.61,1.399,495,-0.9,0.87,111.2,23.65,27.8,23.8,72.7,6.4,2,2,4,3.3,2,0,1,2.9,0,1,1
39.62,748717.2,0.613,1.399,495,1.29,1.01,21.9,23.79,6.7,17.4,54.0,3.9,3,4,3,4.8,2,1,1,4.5,1,1,0
42.82,466299.5,0.572,1.427,995,-3.12,1.13,118.2,17.35,30.1,21.8,38.5,3.1,2,4,5,1.8,2,1,1,5.0,1,0,2
36.04,302839.6,0.607,1.409,995,-0.12,0.69,74.0,28.44,13.9,18.8,62.0,3.7,1,1,3,15.9,2,1,1,5.0,1,1,0
39.2,401986.0,0.575,1.394,495,0.12,0.39,66.3,24.88,24.8,21.1,68.3,0.5,1,1,5,11.2,3,1,2,3.3,0,1,1
37.09,244008.5,0.621,1.461,495,2.28,0.89,53.6,21.5,7.6,22.2,51.0,6.7,1,1,3,15.5,1,0,1,4.5,1,1,0
37.07,510223.9,0.587,1.402,245,0.78,1.04,83.1,23.37,11.0,18.1,58.6,1.1,2,2,4,19.1,1,0,2,4.9,1,1,0
34.48,376031.5,0.604,1.429,995,0.28,1.6,26.0,26.72,11.9,25.3,60.0,2.8,1,1,4,4.1,1,0,3,4.8,1,1,1
32.45,412540.2,0.594,1.42,245,-0.49,1.35,57.2,30.98,22.8,21.8,58.9,1.5,3,3,5,6.9,2,1,2,4.4,1,1,0
31.78,365222.3,0.581,1.426,495,0.8,1.1,89.6,11.7,84.2,23.9,57.9,6.5,2,4,3,3.2,2,1,1,4.5,1,0,2
38.75,410255.7,0.549,1.422,995,0.97,0.52,95.3,35.69,10.4,22.3,37.3,3.4,3,3,3,0.7,2,1,1,4.5,1,0,2
41.72,602846.2,0.602,1.416,495,-0.66,1.24,22.3,24.53,16.7,18.0,49.5,1.7,2,2,5,19.1,3,1,1,5.0,1,1,0
35.61,421504.2,0.59,1.408,995,0.44,0.54,68.6,25.48,61.9,24.6,62.8,0.6,3,4,4,9.4,3,1,2,4.7,1,1,1
37.8,337391.5,0.63,1.4,495,-0.56,1.97,48.5,33.37,5.2,23.6,52.7,6.1,1,1,3,4.2,2,1,1,5.0,1,1,0
37.74,461407.6,0.6,1.446,245,-1.54,0.46,82.7,27.01,76.0,23.6,64.1,2.3,3,4,3,24.0,2,1,1,4.6,1,1,0
38.01,744277.4,0.533,1.396,245,-0.48,1.48,68.2,28.26,16.6,18.9,51.6,1.7,3,5,4,22.0,2,1,3,4.4,1,1,0
44.58,325726.4,0.654,1.45,245,1.12,0.84,83.1,26.22,9.2,23.3,49.3,0.1,2,3,3,5.3,2,1,1,5.0,1,1,1
37.47,285744.8,0.639,1.419,995,2.86,0.56,79.4,28.34,19.2,24.3,72.9,0.8,1,2,5,8.6,1,1,2,3.6,0,1,0
36.88,600079.3,0.603,1.412,995,0.95,1.46,26.2,33.35,5.5,27.5,45.6,0.8,2,4,3,18.8,2,1,2,5.0,1,1,0
37.32,352323.1,0.571,1.392,995,-0.52,1.93,106.8,22.01,31.1,27.2,60.7,0.9,1,1,4,38.9,3,0,1,4.9,1,1,1
41.19,412077.2,0.618,1.433,245,0.05,0.36,24.4,24.93,5.1,16.5,61.3,0.5,2,2,3,8.3,2,1,1,4.1,1,1,0
31.33,523902.2,0.633,1.367,995,1.49,0.29,115.7,22.01,15.7,24.2,42.6,1.7,2,2,3,1.3,2,1,2,5.0,1,1,0
31.22,799596.8,0.565,1.438,495,2.33,1.54,33.6,29.6,55.4,23.6,66.8,6.6,1,1,4,28.7,2,1,2,3.1,1,1,1
38.95,566068.9,0.554,1.418,995,0.62,1.56,79.8,24.19,6.0,21.8,51.8,2.2,1,2,4,11.8,3,1,2,4.4,1,1,0
33.84,374930.8,0.606,1.398,245,-1.93,1.33,81.9,24.93,9.6,25.9,54.2,4.5,1,2,2,5.3,2,0,3,5.0,1,1,2
40.21,484718.3,0.592,1.416,245,0.21,1.93,88.5,18.95,6.1,19.7,63.1,2.0,3,5,5,29.5,3,1,2,4.9,1,1,0
41.21,661958.2,0.576,1.444,495,-1.17,0.97,110.0,22.72,20.8,20.9,59.6,1.3,2,2,2,27.2,2,1,1,4.5,1,1,1
30.77,325155.3,0.564,1.453,995,-0.01,0.85,86.3,20.16,6.5,26.2,58.1,3.1,1,2,4,18.8,3,1,3,4.5,1,1,2
30.92,505571.1,0.598,1.374,995,-0.61,0.47,67.8,27.43,5.7,22.7,54.4,0.4,1,2,5,6.4,1,1,2,4.2,1,1,0
31.65,707291.7,0.545,1.472,495,1.43,1.44,116.1,22.72,25.1,24.1,67.0,2.0,1,3,5,6.7,3,1,2,4.5,1,1,0
41.71,615919.4,0.618,1.446,495,-2.22,0.69,59.0,22.44,10.5,22.8,72.9,0.1,1,2,3,25.3,2,1,1,3.2,0,1,1
39.29,625995.1,0.6,1.394,245,-5.08,1.23,94.0,32.93,10.4,21.9,44.8,4.6,3,5,3,11.8,1,1,3,5.0,1,1,0
34.54,722857.6,0.573,1.41,995,-0.45,0.12,99.4,23.52,14.5,24.4,67.3,5.3,2,2,4,11.3,2,1,2,4.0,1,1,0
35.92,507743.3,0.569,1.423,495,1.36,0.29,92.2,27.74,12.3,25.6,68.5,1.5,3,3,4,1.4,3,1,2,3.4,0,1,0
38.33,364631.0,0.543,1.416,995,-2.15,0.26,97.3,32.15,9.0,24.3,71.3,0.6,1,1,1,0.7,1,1,2,5.0,0,1,1
41.0,576027.2,0.605,1.384,495,-2.6,0.38,30.6,30.35,5.7,18.2,48.2,9.9,2,3,5,22.0,1,1,1,5.0,1,1,0
31.25,417621.6,0.567,1.4,245,-0.23,0.55,64.8,20.7,28.6,24.8,54.3,0.5,3,3,5,2.6,2,1,1,4.4,1,1,0
39.32,597396.1,0.606,1.39,495,5.24,1.35,31.6,22.36,16.1,25.1,37.9,3.3,1,1,5,3.9,1,1,2,5.0,1,1,0
37.19,364289.9,0.571,1.371,495,0.32,0.73,49.0,22.18,9.7,19.1,41.4,0.9,2,2,3,3.3,3,1,1,4.4,1,1,0
34.93,470597.0,0.648,1.411,495,1.76,1.81,79.1,24.89,8.3,26.1,57.1,3.3,1,2,3,4.0,2,1,2,5.0,1,1,0
40.87,743795.0,0.556,1.448,495,1.2,0.66,34.8,20.53,7.1,18.7,66.2,1.0,2,2,3,4.2,3,1,2,2.6,0,1,2
32.95,490718.9,0.644,1.41,495,-0.64,0.54,52.0,29.27,41.5,25.7,58.2,1.9,3,5,4,1.4,3,1,1,3.8,1,1,0
36.4,328878.1,0.626,1.421,995,0.16,1.74,46.4,28.99,13.4,21.6,64.1,6.1,1,1,3,7.9,3,0,1,5.0,1,1,0
33.84,674975.6,0.541,1.4,245,-2.43,1.1,52.4,34.17,21.3,26.2,70.4,1.1,2,3,4,5.7,3,1,2,4.5,0,1,0
35.32,350624.1,0.629,1.4,245,2.09,0.97,28.1,30.64,23.1,21.1,46.3,5.6,2,2,5,2.8,2,1,2,4.5,1,1,0
40.47,764016.5,0.598,1.407,495,-1.56,1.86,51.9,27.33,28.2,19.7,63.3,0.2,3,4,4,31.3,1,1,2,5.0,1,1,1
39.59,486482.6,0.573,1.419,495,-0.16,0.89,50.4,29.96,36.4,29.7,68.4,3.3,1,1,4,42.3,3,0,1,3.2,0,1,1
36.53,225974.6,0.58,1.407,995,0.24,0.77,112.6,23.43,79.2,26.3,36.6,0.6,2,2,4,2.8,2,1,2,3.3,1,1,0
39.72,460355.5,0.649,1.426,495,0.05,1.13,105.1,29.52,29.7,25.5,70.8,2.9,1,2,4,2.5,3,1,2,2.9,0,1,0
35.41,473106.8,0.56,1.429,495,1.48,0.18,48.0,26.84,11.9,21.2,57.0,0.6,2,3,4,8.3,3,1,2,5.0,1,1,0
41.82,1083720.9,0.612,1.435,995,4.56,1.43,117.1,25.18,5.4,24.0,38.4,2.9,1,2,2,0.0,1,1,1,5.0,1,1,2
42.04,369047.6,0.544,1.427,495,1.96,0.18,76.4,23.18,21.3,20.8,50.2,3.6,2,2,4,1.6,3,1,1,4.6,1,1,1
39.3,569348.2,0.6,1.416,995,-0.57,1.28,78.1,24.83,8.4,21.2,57.3,0.9,2,2,4,24.7,3,0,2,5.0,1,1,0
39.36,458086.5,0.564,1.429,245,1.04,0.43,112.1,23.6,6.2,24.7,36.1,1.6,2,2,3,15.3,2,1,1,4.9,1,1,0
39.0,755621.0,0.615,1.425,495,0.23,1.66,59.0,21.25,8.3,26.6,58.2,0.2,2,3,4,10.5,2,1,1,4.5,1,1,0
37.15,345744.1,0.622,1.431,245,3.55,0.98,111.0,34.57,5.5,19.8,48.6,0.8,2,2,3,5.6,2,1,2,5.0,1,1,0
41.05,449339.2,0.606,1.436,495,2.16,1.15,31.1,26.44,29.9,25.0,60.5,0.6,1,1,4,1.4,2,1,1,5.0,1,1,0
32.88,499346.7,0.588,1.436,495,0.72,1.0,106.0,22.44,7.2,21.0,48.7,0.5,2,2,1,1.1,3,0,2,5.0,1,1,2
34.36,396326.1,0.6,1.443,495,-2.34,1.94,76.6,23.59,7.1,17.9,45.6,0.7,3,5,2,4.3,2,1,1,5.0,1,1,2
40.02,670935.1,0.631,1.413,245,0.22,0.14,48.8,25.7,6.6,21.7,59.2,0.1,2,4,4,0.3,3,1,2,5.0,1,1,1
36.03,265811.8,0.588,1.427,495,-0.79,1.07,33.2,27.79,39.9,23.6,56.3,3.4,1,1,3,9.3,1,1,1,5.0,1,1,0
34.82,674832.0,0.609,1.412,995,-0.97,0.3,68.9,17.76,10.4,22.1,56.9,3.3,2,3,1,5.0,2,1,3,4.3,1,0,2
36.48,414649.4,0.604,1.411,245,-1.01,0.98,60.6,18.66,14.3,20.4,69.2,2.4,1,1,4,6.7,1,1,2,3.1,0,1,0
25.37,418064.4,0.56,1.409,995,0.12,1.24,116.7,23.14,15.6,24.9,50.7,0.9,3,5,4,20.0,2,1,1,5.0,1,1,1
29.59,417134.4,0.596,1.44,995,-2.73,1.79,84.7,21.23,17.3,29.6,56.0,4.2,2,4,5,53.7,1,1,3,3.9,1,1,1
35.76,392672.6,0.622,1.468,495,-1.33,1.88,86.1,26.98,31.9,27.2,46.7,7.8,2,3,3,4.7,2,1,1,4.1,1,1,0
45.68,591535.5,0.604,1.422,495,1.66,0.23,33.3,29.59,18.0,26.8,50.5,2.4,3,5,2,5.0,3,1,1,4.7,1,1,2
43.17,266708.9,0.665,1.386,245,0.01,1.53,88.1,24.8,6.3,23.3,48.5,4.5,1,1,3,24.7,3,1,2,5.0,1,1,1
39.21,471394.5,0.611,1.388,245,-0.69,0.93,89.9,26.69,12.8,23.4,52.0,2.1,1,2,5,1.2,2,1,2,5.0,1,1,0
36.29,564236.8,0.63,1.419,995,-1.66,0.51,70.0,20.11,5.7,24.0,50.9,0.4,1,1,5,5.0,3,1,1,5.0,1,1,1
37.22,469451.6,0.561,1.381,495,3.18,1.48,97.7,24.54,21.7,22.2,57.2,5.4,1,1,3,6.5,2,1,1,4.9,1,1,0
33.21,416371.1,0.588,1.426,995,0.34,1.7,75.5,34.32,10.8,15.7,62.4,4.6,2,4,5,6.8,2,1,1,5.0,1,1,1
40.86,529677.8,0.603,1.399,495,0.77,1.44,90.0,19.66,33.9,24.3,56.3,1.9,3,5,5,24.1,3,1,2,5.0,1,1,0
39.4,483026.5,0.644,1.44,995,-1.55,1.05,101.6,25.3,42.2,20.7,59.4,0.1,2,3,4,2.1,2,1,3,4.6,1,1,0
33.33,713346.5,0.582,1.4,495,0.5,1.44,93.4,16.19,7.7,25.4,66.6,0.0,1,2,3,1.6,2,0,1,3.2,1,0,2
44.01,759475.4,0.623,1.428,245,-4.83,0.87,23.3,30.43,12.1,21.9,59.8,2.1,1,3,2,11.7,1,1,1,5.0,1,1,2
41.14,463928.9,0.573,1.384,245,-0.49,0.87,110.8,27.13,16.2,19.2,57.6,2.1,3,4,3,0.3,1,1,2,5.0,1,1,0
35.08,508321.7,0.645,1.422,495,-0.3,1.13,52.1,37.94,6.4,27.1,66.9,4.4,1,1,4,1.5,1,1,1,3.8,1,0,2
40.56,545593.7,0.605,1.452,995,0.67,0.88,110.2,33.05,10.3,22.0,48.0,5.2,2,2,4,7.0,3,1,1,4.8,1,1,1
40.24,614639.3,0.631,1.406,245,0.63,1.25,35.3,30.5,58.5,22.2,60.8,0.4,3,3,4,3.4,2,1,1,5.0,1,1,1
37.9,753845.9,0.64,1.422,495,0.53,1.77,43.6,37.09,9.6,23.5,52.9,1.6,1,3,5,35.8,2,0,2,5.0,1,0,2
27.16,730073.5,0.605,1.385,495,-1.88,1.85,24.9,16.7,38.6,21.8,53.1,1.6,3,3,4,1.4,2,1,2,4.6,1,0,2
29.36,386384.8,0.614,1.389,995,0.68,0.38,113.6,23.45,11.5,20.9,32.6,3.8,2,3,4,0.3,3,1,1,5.0,1,1,1
44.61,369383.8,0.623,1.404,495,0.24,1.1,63.7,27.77,33.2,19.0,40.9,2.2,2,3,5,7.4,3,0,1,4.7,1,1,1
32.99,607760.1,0.589,1.416,245,-0.49,1.87,51.6,27.88,22.7,24.7,62.6,7.5,3,5,2,3.6,3,1,2,4.6,1,1,1
37.26,477077.4,0.615,1.431,245,-0.82,0.28,75.3,19.57,17.7,25.8,62.9,1.8,2,2,3,2.1,3,1,1,5.0,1,1,0
42.16,731958.8,0.594,1.407,995,-1.19,1.45,20.9,16.26,9.9,22.6,59.3,2.2,2,2,3,17.8,2,1,1,5.0,1,0,2
34.38,444436.8,0.584,1.404,995,-0.21,1.51,71.4,24.47,23.5,20.7,43.2,8.2,2,2,4,4.7,2,0,1,4.7,1,1,1
34.57,411410.6,0.628,1.426,245,0.53,0.21,36.7,26.17,13.0,19.5,36.6,0.7,1,1,5,5.0,3,0,2,4.5,1,1,1
33.73,628150.3,0.617,1.381,995,1.28,0.34,113.3,23.84,21.3,23.2,59.5,5.1,1,2,3,2.1,2,1,2,5.0,1,1,2
37.51,911614.8,0.626,1.425,245,-1.48,1.98,78.9,27.93,30.2,27.4,49.8,1.5,2,3,2,4.4,2,1,1,4.1,1,1,1
34.0,524630.8,0.614,1.447,495,0.3,0.18,88.2,30.23,25.1,22.5,68.5,2.1,1,1,3,0.0,2,1,1,4.1,0,1,0
36.62,387275.1,0.562,1.409,995,0.98,1.04,92.3,27.02,57.5,23.2,33.2,2.2,3,3,4,1.5,3,1,2,5.0,1,1,0
39.35,243175.0,0.557,1.406,245,-0.95,0.61,96.2,24.74,5.9,20.9,50.3,2.9,2,3,4,26.0,3,1,1,5.0,1,1,0
36.7,447507.3,0.62,1.415,995,-1.07,0.39,101.1,29.34,9.3,22.7,56.2,5.7,3,4,5,4.0,2,1,1,4.8,1,1,0
30.25,518512.8,0.61,1.419,495,0.46,1.24,82.8,23.82,16.1,22.1,31.2,0.5,2,2,2,34.1,2,1,2,5.0,1,1,1
40.64,740735.6,0.661,1.41,245,0.52,1.19,32.1,29.92,7.7,24.5,60.1,2.9,2,2,3,5.5,3,1,3,5.0,1,1,1
33.05,335452.6,0.602,1.385,245,0.46,1.88,98.6,20.3,6.1,19.9,49.9,2.1,2,3,2,4.2,2,1,1,4.9,1,1,1
40.8,321286.2,0.596,1.435,245,-0.29,0.3,51.0,22.96,17.1,26.6,36.0,2.9,3,5,4,11.1,3,1,1,5.0,1,1,0
38.81,284395.8,0.562,1.411,495,0.53,0.46,72.1,22.83,30.0,25.4,46.9,0.6,2,3,3,0.4,2,1,2,5.0,1,1,0
35.09,491008.8,0.609,1.373,245,0.96,0.67,78.0,21.61,9.8,18.9,51.5,3.0,2,2,1,6.4,2,1,2,5.0,1,1,1
32.86,764872.2,0.604,1.419,995,0.2,1.67,110.6,17.04,50.6,20.2,41.0,4.7,1,1,4,8.4,2,1,1,5.0,1,0,2
39.82,289645.2,0.585,1.39,245,0.49,0.64,23.4,22.19,6.7,20.4,63.9,3.2,2,2,3,5.2,3,1,1,4.8,1,1,0
32.5,565611.6,0.607,1.408,495,0.97,1.52,111.7,21.66,39.5,17.1,51.9,7.0,3,3,3,4.4,2,1,3,3.9,1,1,0
35.87,490143.4,0.574,1.446,995,-0.66,1.89,22.3,37.17,23.7,27.8,48.2,3.4,1,1,2,1.8,2,1,1,4.7,1,0,2
30.93,663949.7,0.551,1.395,495,3.55,1.14,42.6,25.24,18.3,20.2,45.8,5.5,3,4,4,7.4,1,0,1,5.0,1,1,1
40.53,865621.5,0.677,1.443,995,0.64,0.36,61.3,25.66,6.4,28.6,49.7,0.4,1,2,4,0.2,3,1,1,5.0,1,1,1
41.17,389675.6,0.643,1.401,995,0.35,1.77,35.1,25.46,23.1,25.1,49.7,1.9,1,1,2,11.5,3,0,1,4.6,1,1,2
39.29,544775.4,0.546,1.431,495,2.15,1.03,85.4,17.3,5.6,25.1,46.4,0.4,2,3,5,13.3,2,1,2,4.5,1,0,2
42.84,620492.5,0.584,1.422,495,-0.83,1.7,26.2,20.79,49.7,21.7,64.3,0.8,1,1,3,23.0,3,1,1,5.0,1,1,1
42.52,429163.9,0.609,1.463,495,-0.08,1.98,28.8,20.4,16.0,24.1,36.6,2.6,2,4,3,7.3,2,0,2,5.0,1,1,1
34.68,485316.8,0.599,1.385,495,0.09,0.37,63.0,21.79,12.6,23.4,44.6,2.8,2,3,2,3.4,2,1,2,4.6,1,1,1
41.39,404199.8,0.609,1.407,245,-2.24,1.99,118.6,19.31,8.2,24.8,77.1,0.5,1,3,3,1.3,2,1,1,3.5,0,1,0
29.0,421484.7,0.594,1.412,495,0.15,0.76,67.4,30.11,32.9,19.7,45.3,3.4,1,2,2,9.7,3,1,1,4.6,1,1,2
31.16,452441.8,0.596,1.371,995,0.34,0.29,102.3,26.55,10.8,18.3,61.8,4.0,2,3,3,2.9,1,1,1,5.0,1,1,0
32.54,347818.8,0.578,1.407,245,-0.11,1.59,21.8,32.91,12.1,28.1,50.5,3.4,2,2,4,13.4,2,1,1,5.0,1,1,0
39.13,513723.5,0.591,1.4,495,-4.1,0.34,78.8,25.03,15.6,19.7,65.9,1.5,1,2,3,25.2,1,1,1,4.3,1,1,0
36.36,320139.8,0.605,1.406,245,0.76,0.46,35.8,25.59,20.2,24.6,22.0,0.2,2,2,3,2.5,2,1,1,5.0,1,1,0
38.29,498918.1,0.617,1.414,995,1.01,0.49,53.9,19.89,8.9,21.9,61.7,0.3,1,1,5,1.6,2,0,1,4.1,1,1,0
39.16,288940.0,0.578,1.429,995,-0.47,0.31,117.4,19.53,14.1,25.8,47.0,1.0,2,4,3,4.3,3,1,2,4.8,1,1,0
40.48,291278.5,0.645,1.4,995,-1.44,1.79,77.3,17.13,55.5,22.7,45.5,1.6,2,4,4,11.1,1,1,3,5.0,1,0,2
35.44,834537.0,0.598,1.394,245,-0.58,0.47,65.8,25.43,11.0,21.9,37.2,0.3,1,2,3,5.6,2,1,2,4.2,1,1,0
44.04,501180.0,0.631,1.431,245,-0.21,1.33,80.9,18.5,6.1,21.6,47.1,4.4,2,2,3,8.4,2,1,3,5.0,1,1,1
31.96,761441.8,0.58,1.424,495,-4.22,0.3,72.3,21.31,42.5,24.0,50.9,0.7,1,1,4,6.8,1,1,3,4.9,1,1,0
34.91,389983.3,0.6,1.383,495,3.1,1.58,91.0,25.98,8.5,23.3,44.9,0.7,1,1,3,14.1,2,1,3,5.0,1,1,0
38.61,164167.8,0.585,1.387,495,-0.64,0.7,26.3,26.13,18.3,22.4,61.4,5.2,2,2,2,8.5,3,1,2,5.0,1,1,1
35.38,504712.2,0.616,1.393,995,2.67,0.32,58.6,18.35,24.9,22.1,78.5,0.6,3,3,4,9.5,2,1,1,3.6,0,1,0
46.81,936055.6,0.585,1.432,495,-0.4,0.73,103.1,18.46,6.2,22.8,62.5,4.9,2,2,2,4.2,3,1,3,5.0,1,1,2
38.69,770931.5,0.601,1.405,245,0.42,0.55,27.6,23.51,7.6,22.1,66.7,4.8,2,3,4,5.5,3,1,1,3.8,1,1,0
38.21,335312.1,0.66,1.398,495,-0.76,1.69,95.0,30.65,6.3,21.8,64.5,5.5,1,2,3,18.3,1,1,2,5.0,1,1,2
34.91,469528.4,0.582,1.422,995,5.71,0.8,62.6,37.44,14.9,21.8,44.9,5.1,1,2,4,0.6,1,0,1,4.5,1,0,2
41.9,675074.9,0.617,1.418,495,-2.66,0.43,52.6,26.42,9.5,16.6,44.0,2.0,2,3,2,8.1,1,1,1,5.0,1,1,1
39.76,504166.4,0.605,1.432,995,5.22,1.91,56.4,23.45,28.0,21.4,57.3,2.4,1,2,4,36.1,1,1,1,5.0,1,1,1
36.67,405676.4,0.625,1.411,995,1.74,0.12,107.1,27.18,23.8,23.1,56.6,0.1,2,2,4,7.8,2,1,1,4.6,1,1,0
36.86,532345.6,0.637,1.378,995,1.26,1.55,51.3,39.58,6.4,20.0,50.6,10.1,2,3,5,23.1,3,1,2,5.0,1,0,2
29.76,926465.6,0.572,1.444,495,0.56,1.61,43.4,18.1,51.8,18.5,41.1,3.0,2,2,4,2.1,3,1,1,4.8,1,1,1
36.4,551255.9,0.626,1.408,245,-0.96,1.22,58.4,22.11,19.1,21.5,48.0,2.5,1,1,4,36.4,1,0,1,5.0,1,1,1
35.49,457992.6,0.623,1.405,495,-2.76,1.47,41.4,27.86,9.9,23.6,46.4,0.4,1,1,3,8.3,2,1,1,5.0,1,1,0
38.95,613001.3,0.617,1.422,995,-0.4,1.45,26.8,25.66,18.3,18.1,63.0,0.2,3,4,4,9.5,2,1,1,4.9,1,1,2
38.61,666125.6,0.525,1.435,495,0.62,0.77,75.3,33.57,9.6,21.5,64.5,4.2,1,2,4,11.4,2,1,1,4.9,1,1,0
33.18,425144.6,0.581,1.411,495,-0.37,1.77,74.0,21.26,10.8,18.6,57.5,0.1,2,3,5,14.8,3,1,3,5.0,1,1,0
38.56,434227.5,0.587,1.437,495,0.96,0.97,24.0,22.46,9.6,20.0,50.9,2.3,2,3,3,32.3,2,1,2,5.0,1,1,0
34.95,585399.9,0.602,1.456,995,1.15,1.34,54.2,21.51,8.1,24.0,42.7,2.4,3,4,4,0.3,1,1,1,5.0,1,1,0
33.17,711685.4,0.584,1.437,995,-0.53,0.26,97.6,29.88,19.3,29.2,57.0,3.1,3,5,3,9.6,1,1,1,4.7,1,1,1
43.72,774942.8,0.598,1.433,495,1.89,2.0,61.2,27.76,5.3,24.4,40.5,9.8,1,1,4,11.0,1,1,2,4.5,1,1,1
34.82,477490.0,0.659,1.391,495,4.28,1.95,101.9,24.54,20.1,20.7,58.3,2.3,1,1,4,3.9,1,1,2,4.4,1,1,1
39.57,437787.5,0.568,1.441,495,-1.31,0.99,85.4,28.44,16.6,25.8,77.1,0.7,2,3,4,10.6,2,1,3,4.0,0,1,0
32.52,433736.3,0.603,1.404,245,-1.3,1.76,99.8,26.32,5.5,19.1,64.8,1.8,1,1,2,5.0,2,1,1,4.7,1,1,1
41.73,524305.5,0.622,1.439,995,-1.26,0.94,93.6,23.41,53.9,25.2,33.2,5.7,1,1,3,22.9,2,1,1,5.0,1,1,0
36.51,609146.3,0.596,1.41,245,-0.21,1.07,38.6,32.53,31.3,22.8,57.1,6.1,2,3,4,5.5,3,0,1,5.0,1,1,0
35.43,443423.6,0.574,1.432,995,2.5,0.14,43.4,27.42,48.6,24.8,53.4,1.0,1,1,2,22.7,1,1,3,5.0,1,1,1
37.61,424700.6,0.616,1.447,495,-1.01,1.35,103.9,34.02,63.7,22.4,77.0,6.3,2,3,4,0.2,3,1,1,3.3,0,1,0
35.49,553608.3,0.597,1.392,245,0.95,1.55,88.7,25.43,13.1,24.0,37.0,6.5,3,4,3,2.6,2,0,2,4.6,1,1,0
31.68,476187.4,0.569,1.412,495,-3.08,1.08,99.6,25.53,31.5,29.1,61.1,1.0,1,1,2,26.9,1,1,1,4.1,1,1,1
34.45,453015.5,0.596,1.386,245,2.37,0.9,39.7,23.58,11.6,21.5,70.7,0.9,2,3,3,54.5,2,1,2,3.8,0,1,1
39.51,407038.7,0.6,1.398,495,-2.1,0.98,80.8,21.37,8.1,21.4,72.1,1.0,3,5,3,11.4,2,0,2,4.3,0,1,1
39.92,472214.6,0.585,1.414,995,0.86,1.94,104.3,30.77,16.2,25.5,41.4,3.9,2,4,2,22.7,2,1,1,5.0,1,1,1
27.0,524732.0,0.655,1.393,495,1.02,0.22,74.6,24.41,9.5,20.5,68.2,0.6,3,5,4,2.3,3,1,1,4.0,0,1,1
28.9,543426.7,0.611,1.379,995,-0.51,1.78,86.4,27.12,52.1,25.6,55.0,3.9,2,2,3,4.2,2,1,1,5.0,1,1,1
31.3,718991.5,0.636,1.376,495,-2.53,1.06,64.2,21.34,12.3,17.1,62.1,1.6,2,2,4,0.9,2,1,2,4.8,1,1,0
45.25,493674.9,0.616,1.394,495,0.19,1.89,67.8,31.35,13.5,16.8,47.6,0.5,3,4,4,0.2,1,0,2,5.0,1,1,2
41.2,948349.1,0.644,1.449,995,-0.17,1.45,87.8,31.55,11.3,26.1,65.6,0.2,3,5,4,24.1,3,1,1,2.7,0,1,1
32.2,451708.2,0.613,1.38,995,1.61,1.45,46.1,27.08,12.5,24.2,65.4,0.5,1,2,2,11.7,2,1,1,3.3,1,1,1
32.81,669242.5,0.621,1.423,245,-1.34,1.11,71.7,18.3,5.1,24.9,47.3,6.7,1,1,3,8.0,1,1,1,5.0,1,1,1
44.42,310292.2,0.571,1.397,495,-1.73,1.78,88.0,26.76,11.8,20.9,58.4,1.9,1,1,3,1.6,2,1,2,5.0,1,1,1
28.38,571643.8,0.623,1.432,245,-1.43,0.51,74.7,23.19,5.9,23.4,59.6,2.8,2,4,4,8.7,2,1,1,5.0,1,1,1
